order_id,order_placement_date,customer_id,product_id,order_qty,agreed_delivery_date,actual_delivery_date,delivery_qty,In Full,On Time,On Time In Full
FMR314501603,2025-03-11,789501,25891303,34,14-03-2025,14-03-2025,34,1,1,1
FMR313202303,2025-03-11,789202,25891303,35,13-03-2025,13-03-2025,35,1,1,1
FMR312403303,2025-03-11,789403,25891303,45,12-03-2025,13-03-2025,45,1,0,0
FMR313403303,2025-03-11,789403,25891303,78,13-03-2025,13-03-2025,78,1,1,1
FMR312902303,2025-03-11,789902,25891303,30,12-03-2025,12-03-2025,30,1,1,1
FMR313902303,2025-03-11,789902,25891303,24,13-03-2025,16-03-2025,24,1,0,0
FMR312101402,2025-03-11,789101,25891303,98,12-03-2025,12-03-2025,98,1,1,1
FMR312402502,2025-03-11,789402,25891303,100,12-03-2025,12-03-2025,100,1,1,1
FMR314402401,2025-03-11,789402,25891303,71,14-03-2025,14-03-2025,64,0,1,0
FMR313721502,2025-03-11,789721,25891502,131,13-03-2025,12-03-2025,131,1,1,1
FMR314101503,2025-03-11,789101,25891203,483,14-03-2025,14-03-2025,483,1,1,1
FMR314401203,2025-03-11,789401,25891203,416,14-03-2025,14-03-2025,374,0,1,0
FMR312220203,2025-03-11,789220,25891203,332,12-03-2025,12-03-2025,332,1,1,1
FMR314703601,2025-03-11,789703,25891203,163,14-03-2025,14-03-2025,155,0,1,0
FMR314521203,2025-03-11,789521,25891203,372,14-03-2025,16-03-2025,372,1,0,0
FMR312721203,2025-03-11,789721,25891203,208,12-03-2025,11-03-2025,208,1,1,1
FMR312420203,2025-03-11,789420,25891203,253,12-03-2025,11-03-2025,253,1,1,1
FMR313522203,2025-03-11,789522,25891203,428,13-03-2025,15-03-2025,385,0,0,0
FMR313403203,2025-03-11,789403,25891203,467,13-03-2025,14-03-2025,467,1,0,0
FMR314301501,2025-03-11,789301,25891203,292,14-03-2025,15-03-2025,292,1,0,0
FMR312720503,2025-03-11,789720,25891203,491,12-03-2025,12-03-2025,491,1,1,1
FMR314303402,2025-03-11,789303,25891203,203,14-03-2025,14-03-2025,203,1,1,1
FMR312121502,2025-03-11,789121,25891203,468,12-03-2025,13-03-2025,468,1,0,0
FMR313221602,2025-03-11,789221,25891203,141,13-03-2025,13-03-2025,141,1,1,1
FMR314201301,2025-03-11,789201,25891203,255,14-03-2025,14-03-2025,255,1,1,1
FMR314501203,2025-03-11,789501,25891203,460,14-03-2025,17-03-2025,460,1,0,0
FMR313122203,2025-03-11,789122,25891203,117,13-03-2025,15-03-2025,94,0,0,0
FMR312902303,2025-03-11,789902,25891203,267,12-03-2025,12-03-2025,254,0,1,0
FMR314902601,2025-03-11,789902,25891203,479,14-03-2025,14-03-2025,431,0,1,0
FMR312903603,2025-03-11,789903,25891203,367,12-03-2025,12-03-2025,294,0,1,0
FMR314903503,2025-03-11,789903,25891203,192,14-03-2025,14-03-2025,192,1,1,1
FMR312702603,2025-03-11,789702,25891203,462,12-03-2025,12-03-2025,370,0,1,0
FMR312621502,2025-03-11,789621,25891203,113,12-03-2025,12-03-2025,113,1,1,1
FMR314603403,2025-03-11,789603,25891302,30,14-03-2025,14-03-2025,24,0,1,0
FMR313621602,2025-03-11,789621,25891302,33,13-03-2025,13-03-2025,33,1,1,1
FMR314501603,2025-03-11,789501,25891302,87,14-03-2025,14-03-2025,87,1,1,1
FMR312421302,2025-03-11,789421,25891302,21,12-03-2025,12-03-2025,21,1,1,1
FMR312420302,2025-03-11,789420,25891302,46,12-03-2025,12-03-2025,37,0,1,0
FMR312403303,2025-03-11,789403,25891302,70,12-03-2025,13-03-2025,70,1,0,0
FMR314403302,2025-03-11,789403,25891302,44,14-03-2025,17-03-2025,44,1,0,0
FMR314220302,2025-03-11,789220,25891302,78,14-03-2025,14-03-2025,78,1,1,1
FMR312201603,2025-03-11,789201,25891302,35,12-03-2025,12-03-2025,35,1,1,1
FMR313201302,2025-03-11,789201,25891302,77,13-03-2025,15-03-2025,77,1,0,0
FMR314521302,2025-03-11,789521,25891302,40,14-03-2025,15-03-2025,40,1,0,0
FMR312103601,2025-03-11,789103,25891302,68,12-03-2025,12-03-2025,61,0,1,0
FMR313720501,2025-03-11,789720,25891302,70,13-03-2025,13-03-2025,56,0,1,0
FMR312101402,2025-03-11,789101,25891302,56,12-03-2025,12-03-2025,56,1,1,1
FMR314601501,2025-03-11,789601,25891302,25,14-03-2025,14-03-2025,25,1,1,1
FMR312522302,2025-03-11,789522,25891302,39,12-03-2025,12-03-2025,39,1,1,1
FMR312121502,2025-03-11,789121,25891302,40,12-03-2025,13-03-2025,40,1,0,0
FMR312903603,2025-03-11,789903,25891302,83,12-03-2025,12-03-2025,75,0,1,0
FMR314503302,2025-03-11,789503,25891302,67,14-03-2025,14-03-2025,67,1,1,1
FMR314422601,2025-03-11,789422,25891302,47,14-03-2025,15-03-2025,47,1,0,0
FMR314301502,2025-03-11,789301,25891302,84,14-03-2025,14-03-2025,84,1,1,1
FMR313320603,2025-03-11,789320,25891301,32,13-03-2025,13-03-2025,32,1,1,1
FMR312122301,2025-03-11,789122,25891301,95,12-03-2025,13-03-2025,85,0,0,0
FMR313122401,2025-03-11,789122,25891301,72,13-03-2025,14-03-2025,72,1,0,0
FMR313720501,2025-03-11,789720,25891301,69,13-03-2025,13-03-2025,62,0,1,0
FMR314201301,2025-03-11,789201,25891301,51,14-03-2025,14-03-2025,51,1,1,1
FMR312521301,2025-03-11,789521,25891301,44,12-03-2025,12-03-2025,44,1,1,1
FMR312903301,2025-03-11,789903,25891301,31,12-03-2025,11-03-2025,29,0,1,0
FMR312520301,2025-03-11,789520,25891301,80,12-03-2025,13-03-2025,72,0,0,0
FMR314622301,2025-03-11,789622,25891301,26,14-03-2025,14-03-2025,26,1,1,1
FMR314303402,2025-03-11,789303,25891301,44,14-03-2025,14-03-2025,44,1,1,1
FMR312902303,2025-03-11,789902,25891301,86,12-03-2025,12-03-2025,86,1,1,1
FMR313902301,2025-03-11,789902,25891301,61,13-03-2025,12-03-2025,61,1,1,1
FMR313422301,2025-03-11,789422,25891301,100,13-03-2025,15-03-2025,100,1,0,0
FMR313603503,2025-03-11,789603,25891301,45,13-03-2025,13-03-2025,41,0,1,0
FMR314721501,2025-03-11,789721,25891102,489,14-03-2025,14-03-2025,489,1,1,1
FMR313401503,2025-03-11,789401,25891102,399,13-03-2025,13-03-2025,359,0,1,0
FMR313403303,2025-03-11,789403,25891102,466,13-03-2025,13-03-2025,466,1,1,1
FMR314521302,2025-03-11,789521,25891102,331,14-03-2025,15-03-2025,331,1,0,0
FMR313121102,2025-03-11,789121,25891102,490,13-03-2025,14-03-2025,490,1,0,0
FMR313720501,2025-03-11,789720,25891102,377,13-03-2025,13-03-2025,377,1,1,1
FMR313501102,2025-03-11,789501,25891102,396,13-03-2025,14-03-2025,396,1,0,0
FMR312321601,2025-03-11,789321,25891102,481,12-03-2025,12-03-2025,481,1,1,1
FMR313301502,2025-03-11,789301,25891102,425,13-03-2025,13-03-2025,425,1,1,1
FMR314202102,2025-03-11,789202,25891102,327,14-03-2025,14-03-2025,294,0,1,0
FMR312103601,2025-03-11,789103,25891102,335,12-03-2025,12-03-2025,335,1,1,1
FMR314103603,2025-03-11,789103,25891102,332,14-03-2025,14-03-2025,332,1,1,1
FMR312320102,2025-03-11,789320,25891102,467,12-03-2025,11-03-2025,374,0,1,0
FMR313703602,2025-03-11,789703,25891102,426,13-03-2025,13-03-2025,341,0,1,0
FMR312102303,2025-03-11,789102,25891102,413,12-03-2025,12-03-2025,413,1,1,1
FMR314102102,2025-03-11,789102,25891102,341,14-03-2025,15-03-2025,307,0,0,0
FMR312122503,2025-03-11,789122,25891102,314,12-03-2025,14-03-2025,314,1,0,0
FMR312621102,2025-03-11,789621,25891102,434,12-03-2025,13-03-2025,434,1,0,0
FMR313621602,2025-03-11,789621,25891102,326,13-03-2025,13-03-2025,326,1,1,1
FMR313102602,2025-03-11,789102,25891502,145,13-03-2025,13-03-2025,138,0,1,0
FMR313320603,2025-03-11,789320,25891502,161,13-03-2025,13-03-2025,161,1,1,1
FMR313301502,2025-03-11,789301,25891502,141,13-03-2025,13-03-2025,134,0,1,0
FMR314301502,2025-03-11,789301,25891502,226,14-03-2025,14-03-2025,226,1,1,1
FMR313220601,2025-03-11,789220,25891502,201,13-03-2025,13-03-2025,201,1,1,1
FMR312203601,2025-03-11,789203,25891502,213,12-03-2025,12-03-2025,192,0,1,0
FMR312121502,2025-03-11,789121,25891502,101,12-03-2025,13-03-2025,91,0,0,0
FMR312621502,2025-03-11,789621,25891502,138,12-03-2025,12-03-2025,138,1,1,1
FMR313603503,2025-03-11,789603,25891502,149,13-03-2025,13-03-2025,149,1,1,1
FMR312503602,2025-03-11,789503,25891502,225,12-03-2025,12-03-2025,225,1,1,1
FMR312720503,2025-03-11,789720,25891502,194,12-03-2025,12-03-2025,194,1,1,1
FMR314720502,2025-03-11,789720,25891502,144,14-03-2025,14-03-2025,144,1,1,1
FMR313101502,2025-03-11,789101,25891502,167,13-03-2025,16-03-2025,167,1,0,0
FMR314101503,2025-03-11,789101,25891502,103,14-03-2025,14-03-2025,103,1,1,1
FMR314703601,2025-03-11,789703,25891502,194,14-03-2025,14-03-2025,194,1,1,1
FMR313401503,2025-03-11,789401,25891502,194,13-03-2025,13-03-2025,194,1,1,1
FMR314403502,2025-03-11,789403,25891502,113,14-03-2025,14-03-2025,113,1,1,1
FMR314321503,2025-03-11,789321,25891502,235,14-03-2025,14-03-2025,235,1,1,1
FMR312402502,2025-03-11,789402,25891502,210,12-03-2025,12-03-2025,210,1,1,1
FMR312501502,2025-03-11,789501,25891502,103,12-03-2025,12-03-2025,103,1,1,1
FMR313501503,2025-03-11,789501,25891502,194,13-03-2025,13-03-2025,194,1,1,1
FMR314421502,2025-03-11,789421,25891502,209,14-03-2025,15-03-2025,209,1,0,0
FMR313320603,2025-03-11,789320,25891403,350,13-03-2025,13-03-2025,350,1,1,1
FMR314422403,2025-03-11,789422,25891403,341,14-03-2025,17-03-2025,341,1,0,0
FMR314903503,2025-03-11,789903,25891403,339,14-03-2025,14-03-2025,271,0,1,0
FMR313501403,2025-03-11,789501,25891403,356,13-03-2025,15-03-2025,356,1,0,0
FMR314603403,2025-03-11,789603,25891403,385,14-03-2025,14-03-2025,385,1,1,1
FMR313902603,2025-03-11,789902,25891403,382,13-03-2025,13-03-2025,382,1,1,1
FMR313221602,2025-03-11,789221,25891403,425,13-03-2025,13-03-2025,425,1,1,1
FMR312721403,2025-03-11,789721,25891403,335,12-03-2025,12-03-2025,335,1,1,1
FMR313721603,2025-03-11,789721,25891403,332,13-03-2025,13-03-2025,332,1,1,1
FMR314721501,2025-03-11,789721,25891403,433,14-03-2025,14-03-2025,433,1,1,1
FMR313102602,2025-03-11,789102,25891403,232,13-03-2025,13-03-2025,232,1,1,1
FMR312303403,2025-03-11,789303,25891403,273,12-03-2025,12-03-2025,259,0,1,0
FMR314121403,2025-03-11,789121,25891403,231,14-03-2025,16-03-2025,231,1,0,0
FMR313702501,2025-03-11,789702,25891403,317,13-03-2025,13-03-2025,317,1,1,1
FMR314702501,2025-03-11,789702,25891403,408,14-03-2025,14-03-2025,326,0,1,0
FMR314301403,2025-03-11,789301,25891403,300,14-03-2025,13-03-2025,300,1,1,1
FMR312601403,2025-03-11,789601,25891403,270,12-03-2025,14-03-2025,243,0,0,0
FMR314601501,2025-03-11,789601,25891403,431,14-03-2025,14-03-2025,409,0,1,0
FMR313220601,2025-03-11,789220,25891403,287,13-03-2025,13-03-2025,258,0,1,0
FMR313622602,2025-03-11,789622,25891503,187,13-03-2025,13-03-2025,187,1,1,1
FMR312720503,2025-03-11,789720,25891503,199,12-03-2025,12-03-2025,199,1,1,1
FMR314720503,2025-03-11,789720,25891503,183,14-03-2025,17-03-2025,183,1,0,0
FMR314321503,2025-03-11,789321,25891503,213,14-03-2025,14-03-2025,213,1,1,1
FMR312221503,2025-03-11,789221,25891503,221,12-03-2025,12-03-2025,221,1,1,1
FMR314221503,2025-03-11,789221,25891503,118,14-03-2025,15-03-2025,118,1,0,0
FMR312420503,2025-03-11,789420,25891503,205,12-03-2025,13-03-2025,195,0,0,0
FMR312401503,2025-03-11,789401,25891503,138,12-03-2025,12-03-2025,138,1,1,1
FMR313401503,2025-03-11,789401,25891503,250,13-03-2025,13-03-2025,225,0,1,0
FMR313421503,2025-03-11,789421,25891503,109,13-03-2025,16-03-2025,104,0,0,0
FMR313603503,2025-03-11,789603,25891503,113,13-03-2025,13-03-2025,107,0,1,0
FMR312903503,2025-03-11,789903,25891503,222,12-03-2025,13-03-2025,211,0,0,0
FMR314903503,2025-03-11,789903,25891503,210,14-03-2025,14-03-2025,210,1,1,1
FMR313501503,2025-03-11,789501,25891503,131,13-03-2025,13-03-2025,131,1,1,1
FMR314102503,2025-03-11,789102,25891503,100,14-03-2025,14-03-2025,100,1,1,1
FMR314320503,2025-03-11,789320,25891503,201,14-03-2025,15-03-2025,201,1,0,0
FMR313520603,2025-03-11,789520,25891503,249,13-03-2025,14-03-2025,199,0,0,0
FMR312202602,2025-03-11,789202,25891503,162,12-03-2025,12-03-2025,162,1,1,1
FMR314101503,2025-03-11,789101,25891503,240,14-03-2025,14-03-2025,216,0,1,0
FMR314522503,2025-03-11,789522,25891503,214,14-03-2025,17-03-2025,171,0,0,0
FMR312122503,2025-03-11,789122,25891503,119,12-03-2025,14-03-2025,113,0,0,0
FMR314903503,2025-03-11,789903,25891103,441,14-03-2025,14-03-2025,353,0,1,0
FMR313201103,2025-03-11,789201,25891103,495,13-03-2025,14-03-2025,495,1,0,0
FMR314520103,2025-03-11,789520,25891103,328,14-03-2025,15-03-2025,328,1,0,0
FMR312521103,2025-03-11,789521,25891103,437,12-03-2025,15-03-2025,350,0,0,0
FMR313203103,2025-03-11,789203,25891103,383,13-03-2025,13-03-2025,383,1,1,1
FMR313621103,2025-03-11,789621,25891103,361,13-03-2025,15-03-2025,361,1,0,0
FMR312720503,2025-03-11,789720,25891103,468,12-03-2025,12-03-2025,468,1,1,1
FMR313522103,2025-03-11,789522,25891103,320,13-03-2025,14-03-2025,320,1,0,0
FMR312622603,2025-03-11,789622,25891103,431,12-03-2025,12-03-2025,409,0,1,0
FMR314622301,2025-03-11,789622,25891103,375,14-03-2025,14-03-2025,375,1,1,1
FMR312220203,2025-03-11,789220,25891103,379,12-03-2025,12-03-2025,379,1,1,1
FMR312122301,2025-03-11,789122,25891103,402,12-03-2025,13-03-2025,362,0,0,0
FMR312401503,2025-03-11,789401,25891103,366,12-03-2025,12-03-2025,366,1,1,1
FMR314301501,2025-03-11,789301,25891103,450,14-03-2025,15-03-2025,450,1,0,0
FMR315503601,2025-03-12,789503,25891203,239,15-03-2025,15-03-2025,239,1,1,1
FMR313103203,2025-03-12,789103,25891203,101,13-03-2025,14-03-2025,96,0,0,0
FMR313422203,2025-03-12,789422,25891203,439,13-03-2025,13-03-2025,439,1,1,1
FMR313401603,2025-03-12,789401,25891203,329,13-03-2025,13-03-2025,329,1,1,1
FMR313320503,2025-03-12,789320,25891203,381,13-03-2025,13-03-2025,381,1,1,1
FMR314320501,2025-03-12,789320,25891203,330,14-03-2025,14-03-2025,330,1,1,1
FMR314403203,2025-03-12,789403,25891203,420,14-03-2025,15-03-2025,420,1,0,0
FMR314720601,2025-03-12,789720,25891203,395,14-03-2025,14-03-2025,395,1,1,1
FMR314121203,2025-03-12,789121,25891203,422,14-03-2025,15-03-2025,422,1,0,0
FMR313201602,2025-03-12,789201,25891203,265,13-03-2025,13-03-2025,265,1,1,1
FMR315321402,2025-03-12,789321,25891203,325,15-03-2025,15-03-2025,325,1,1,1
FMR314601203,2025-03-12,789601,25891203,434,14-03-2025,16-03-2025,391,0,0,0
FMR315601203,2025-03-12,789601,25891203,498,15-03-2025,16-03-2025,448,0,0,0
FMR315622403,2025-03-12,789622,25891203,360,15-03-2025,15-03-2025,360,1,1,1
FMR314520203,2025-03-12,789520,25891203,323,14-03-2025,13-03-2025,307,0,1,0
FMR314621502,2025-03-12,789621,25891203,443,14-03-2025,14-03-2025,443,1,1,1
FMR315621501,2025-03-12,789621,25891203,123,15-03-2025,15-03-2025,123,1,1,1
FMR314721601,2025-03-12,789721,25891302,82,14-03-2025,14-03-2025,82,1,1,1
FMR314221401,2025-03-12,789221,25891302,84,14-03-2025,14-03-2025,76,0,1,0
FMR313421502,2025-03-12,789421,25891302,89,13-03-2025,14-03-2025,85,0,0,0
FMR313420302,2025-03-12,789420,25891302,51,13-03-2025,16-03-2025,51,1,0,0
FMR314420502,2025-03-12,789420,25891302,32,14-03-2025,15-03-2025,32,1,0,0
FMR314902302,2025-03-12,789902,25891302,43,14-03-2025,17-03-2025,43,1,0,0
FMR313521502,2025-03-12,789521,25891302,31,13-03-2025,14-03-2025,31,1,0,0
FMR315103602,2025-03-12,789103,25891302,54,15-03-2025,15-03-2025,54,1,1,1
FMR313303603,2025-03-12,789303,25891302,76,13-03-2025,13-03-2025,72,0,1,0
FMR313401603,2025-03-12,789401,25891302,71,13-03-2025,13-03-2025,71,1,1,1
FMR313101302,2025-03-12,789101,25891302,22,13-03-2025,13-03-2025,22,1,1,1
FMR315101302,2025-03-12,789101,25891302,74,15-03-2025,15-03-2025,74,1,1,1
FMR314203402,2025-03-12,789203,25891302,70,14-03-2025,14-03-2025,70,1,1,1
FMR313601302,2025-03-12,789601,25891302,88,13-03-2025,13-03-2025,88,1,1,1
FMR314903601,2025-03-12,789903,25891302,26,14-03-2025,14-03-2025,21,0,1,0
FMR314402601,2025-03-12,789402,25891302,73,14-03-2025,14-03-2025,58,0,1,0
FMR313301302,2025-03-12,789301,25891302,47,13-03-2025,16-03-2025,47,1,0,0
FMR314721301,2025-03-12,789721,25891301,75,14-03-2025,17-03-2025,71,0,0,0
FMR314420301,2025-03-12,789420,25891301,94,14-03-2025,17-03-2025,94,1,0,0
FMR313703603,2025-03-12,789703,25891301,67,13-03-2025,13-03-2025,54,0,1,0
FMR314102301,2025-03-12,789102,25891301,73,14-03-2025,13-03-2025,73,1,1,1
FMR314101301,2025-03-12,789101,25891301,73,14-03-2025,14-03-2025,73,1,1,1
FMR315421603,2025-03-12,789421,25891301,44,15-03-2025,15-03-2025,40,0,1,0
FMR313321503,2025-03-12,789321,25891301,42,13-03-2025,13-03-2025,42,1,1,1
FMR313203503,2025-03-12,789203,25891301,27,13-03-2025,13-03-2025,22,0,1,0
FMR314203402,2025-03-12,789203,25891301,34,14-03-2025,14-03-2025,31,0,1,0
FMR315203301,2025-03-12,789203,25891301,77,15-03-2025,15-03-2025,77,1,1,1
FMR314601601,2025-03-12,789601,25891301,23,14-03-2025,14-03-2025,18,0,1,0
FMR313503501,2025-03-12,789503,25891301,78,13-03-2025,13-03-2025,78,1,1,1
FMR315521301,2025-03-12,789521,25891301,24,15-03-2025,16-03-2025,24,1,0,0
FMR313221301,2025-03-12,789221,25891301,51,13-03-2025,13-03-2025,48,0,1,0
FMR314522301,2025-03-12,789522,25891301,31,14-03-2025,16-03-2025,28,0,0,0
FMR313621603,2025-03-12,789621,25891301,59,13-03-2025,13-03-2025,59,1,1,1
FMR313520402,2025-03-12,789520,25891301,90,13-03-2025,14-03-2025,86,0,0,0
FMR313303301,2025-03-12,789303,25891301,28,13-03-2025,15-03-2025,22,0,0,0
FMR314403301,2025-03-12,789403,25891301,69,14-03-2025,14-03-2025,69,1,1,1
FMR315401301,2025-03-12,789401,25891301,61,15-03-2025,15-03-2025,61,1,1,1
FMR313601302,2025-03-12,789601,25891102,396,13-03-2025,13-03-2025,317,0,1,0
FMR314601601,2025-03-12,789601,25891102,410,14-03-2025,14-03-2025,328,0,1,0
FMR315402102,2025-03-12,789402,25891102,468,15-03-2025,16-03-2025,468,1,0,0
FMR314221401,2025-03-12,789221,25891102,493,14-03-2025,14-03-2025,493,1,1,1
FMR313520402,2025-03-12,789520,25891102,445,13-03-2025,14-03-2025,445,1,0,0
FMR314622502,2025-03-12,789622,25891102,427,14-03-2025,14-03-2025,427,1,1,1
FMR313503401,2025-03-12,789503,25891102,450,13-03-2025,12-03-2025,450,1,1,1
FMR315501401,2025-03-12,789501,25891102,499,15-03-2025,15-03-2025,499,1,1,1
FMR314321102,2025-03-12,789321,25891102,411,14-03-2025,14-03-2025,411,1,1,1
FMR314220502,2025-03-12,789220,25891102,433,14-03-2025,14-03-2025,433,1,1,1
FMR314201601,2025-03-12,789201,25891102,333,14-03-2025,14-03-2025,333,1,1,1
FMR314122502,2025-03-12,789122,25891502,204,14-03-2025,16-03-2025,163,0,0,0
FMR315122502,2025-03-12,789122,25891502,185,15-03-2025,16-03-2025,148,0,0,0
FMR314622502,2025-03-12,789622,25891502,108,14-03-2025,14-03-2025,86,0,1,0
FMR313420502,2025-03-12,789420,25891502,192,13-03-2025,14-03-2025,192,1,0,0
FMR314420502,2025-03-12,789420,25891502,217,14-03-2025,15-03-2025,174,0,0,0
FMR315320602,2025-03-12,789320,25891502,250,15-03-2025,15-03-2025,250,1,1,1
FMR314220502,2025-03-12,789220,25891502,152,14-03-2025,14-03-2025,152,1,1,1
FMR315202601,2025-03-12,789202,25891502,224,15-03-2025,15-03-2025,224,1,1,1
FMR314121502,2025-03-12,789121,25891502,238,14-03-2025,14-03-2025,226,0,1,0
FMR315121502,2025-03-12,789121,25891502,178,15-03-2025,17-03-2025,142,0,0,0
FMR314621502,2025-03-12,789621,25891502,220,14-03-2025,14-03-2025,220,1,1,1
FMR315902502,2025-03-12,789902,25891502,123,15-03-2025,16-03-2025,123,1,0,0
FMR315422502,2025-03-12,789422,25891502,127,15-03-2025,16-03-2025,127,1,0,0
FMR314401502,2025-03-12,789401,25891502,184,14-03-2025,14-03-2025,184,1,1,1
FMR315721502,2025-03-12,789721,25891502,233,15-03-2025,15-03-2025,233,1,1,1
FMR313303603,2025-03-12,789303,25891502,161,13-03-2025,13-03-2025,161,1,1,1
FMR315403602,2025-03-12,789403,25891502,236,15-03-2025,15-03-2025,236,1,1,1
FMR315221602,2025-03-12,789221,25891502,155,15-03-2025,15-03-2025,124,0,1,0
FMR313321503,2025-03-12,789321,25891502,126,13-03-2025,13-03-2025,126,1,1,1
FMR314402502,2025-03-12,789402,25891502,229,14-03-2025,13-03-2025,183,0,1,0
FMR314601601,2025-03-12,789601,25891502,187,14-03-2025,14-03-2025,168,0,1,0
FMR313521502,2025-03-12,789521,25891502,125,13-03-2025,14-03-2025,125,1,0,0
FMR314521502,2025-03-12,789521,25891502,166,14-03-2025,16-03-2025,133,0,0,0
FMR313421502,2025-03-12,789421,25891502,142,13-03-2025,14-03-2025,142,1,0,0
FMR313522502,2025-03-12,789522,25891502,178,13-03-2025,14-03-2025,178,1,0,0
FMR314621403,2025-03-12,789621,25891403,458,14-03-2025,13-03-2025,458,1,1,1
FMR314321403,2025-03-12,789321,25891403,247,14-03-2025,16-03-2025,247,1,0,0
FMR313603403,2025-03-12,789603,25891403,328,13-03-2025,12-03-2025,262,0,1,0
FMR315721502,2025-03-12,789721,25891403,287,15-03-2025,15-03-2025,287,1,1,1
FMR314703403,2025-03-12,789703,25891403,436,14-03-2025,14-03-2025,392,0,1,0
FMR314102602,2025-03-12,789102,25891403,232,14-03-2025,14-03-2025,232,1,1,1
FMR314202403,2025-03-12,789202,25891403,340,14-03-2025,14-03-2025,323,0,1,0
FMR314521403,2025-03-12,789521,25891403,206,14-03-2025,17-03-2025,206,1,0,0
FMR315121403,2025-03-12,789121,25891403,248,15-03-2025,18-03-2025,248,1,0,0
FMR315522403,2025-03-12,789522,25891403,226,15-03-2025,16-03-2025,203,0,0,0
FMR315622403,2025-03-12,789622,25891403,377,15-03-2025,15-03-2025,377,1,1,1
FMR315720602,2025-03-12,789720,25891503,174,15-03-2025,15-03-2025,174,1,1,1
FMR315503601,2025-03-12,789503,25891503,234,15-03-2025,15-03-2025,234,1,1,1
FMR313220503,2025-03-12,789220,25891503,185,13-03-2025,13-03-2025,185,1,1,1
FMR313321503,2025-03-12,789321,25891503,181,13-03-2025,13-03-2025,172,0,1,0
FMR314103601,2025-03-12,789103,25891503,159,14-03-2025,14-03-2025,151,0,1,0
FMR313420503,2025-03-12,789420,25891503,174,13-03-2025,15-03-2025,174,1,0,0
FMR314421503,2025-03-12,789421,25891503,165,14-03-2025,16-03-2025,132,0,0,0
FMR315421503,2025-03-12,789421,25891503,204,15-03-2025,18-03-2025,204,1,0,0
FMR313201503,2025-03-12,789201,25891503,171,13-03-2025,14-03-2025,171,1,0,0
FMR315721503,2025-03-12,789721,25891503,226,15-03-2025,16-03-2025,226,1,0,0
FMR313320503,2025-03-12,789320,25891503,238,13-03-2025,13-03-2025,238,1,1,1
FMR314520503,2025-03-12,789520,25891503,170,14-03-2025,15-03-2025,136,0,0,0
FMR313203503,2025-03-12,789203,25891503,155,13-03-2025,13-03-2025,124,0,1,0
FMR313702503,2025-03-12,789702,25891503,148,13-03-2025,13-03-2025,148,1,1,1
FMR315702503,2025-03-12,789702,25891503,195,15-03-2025,17-03-2025,185,0,0,0
FMR313403501,2025-03-12,789403,25891103,398,13-03-2025,13-03-2025,398,1,1,1
FMR313903103,2025-03-12,789903,25891103,493,13-03-2025,12-03-2025,468,0,1,0
FMR315703603,2025-03-12,789703,25891103,462,15-03-2025,15-03-2025,462,1,1,1
FMR314702603,2025-03-12,789702,25891103,358,14-03-2025,14-03-2025,322,0,1,0
FMR313521103,2025-03-12,789521,25891103,454,13-03-2025,13-03-2025,454,1,1,1
FMR314521502,2025-03-12,789521,25891103,438,14-03-2025,16-03-2025,438,1,0,0
FMR315621501,2025-03-12,789621,25891103,427,15-03-2025,15-03-2025,427,1,1,1
FMR314121203,2025-03-12,789121,25891103,322,14-03-2025,15-03-2025,322,1,0,0
FMR313503501,2025-03-12,789503,25891103,461,13-03-2025,13-03-2025,415,0,1,0
FMR315503601,2025-03-12,789503,25891103,428,15-03-2025,15-03-2025,342,0,1,0
FMR315622103,2025-03-12,789622,25891103,397,15-03-2025,14-03-2025,397,1,1,1
FMR313401603,2025-03-12,789401,25891103,440,13-03-2025,13-03-2025,418,0,1,0
FMR314103601,2025-03-12,789103,25891103,345,14-03-2025,14-03-2025,345,1,1,1
FMR315103602,2025-03-12,789103,25891103,448,15-03-2025,15-03-2025,403,0,1,0
FMR313420503,2025-03-12,789420,25891103,493,13-03-2025,15-03-2025,493,1,0,0
FMR314422602,2025-03-12,789422,25891103,476,14-03-2025,15-03-2025,476,1,0,0
FMR315703601,2025-03-12,789703,25891601,198,15-03-2025,14-03-2025,178,0,1,0
FMR315522601,2025-03-12,789522,25891601,191,15-03-2025,17-03-2025,172,0,0,0
FMR314601601,2025-03-12,789601,25891601,58,14-03-2025,14-03-2025,55,0,1,0
FMR315202601,2025-03-12,789202,25891601,128,15-03-2025,15-03-2025,128,1,1,1
FMR314402601,2025-03-12,789402,25891601,58,14-03-2025,14-03-2025,58,1,1,1
FMR315402601,2025-03-12,789402,25891601,100,15-03-2025,15-03-2025,90,0,1,0
FMR314103601,2025-03-12,789103,25891601,109,14-03-2025,14-03-2025,109,1,1,1
FMR315103602,2025-03-12,789103,25891601,93,15-03-2025,15-03-2025,88,0,1,0
FMR313201602,2025-03-12,789201,25891601,144,13-03-2025,13-03-2025,144,1,1,1
FMR314201601,2025-03-12,789201,25891601,189,14-03-2025,14-03-2025,189,1,1,1
FMR313721601,2025-03-12,789721,25891601,101,13-03-2025,13-03-2025,101,1,1,1
FMR314721601,2025-03-12,789721,25891601,93,14-03-2025,14-03-2025,88,0,1,0
FMR314303601,2025-03-12,789303,25891601,176,14-03-2025,13-03-2025,158,0,1,0
FMR313422601,2025-03-12,789422,25891601,164,13-03-2025,15-03-2025,148,0,0,0
